CustomerID,Age,Qualification,Occupation,Marital Status,Home Mortgage,Personal Loan,Has Other Bank Account,Last Contact Direction,Last Contact Duration,Last Contact Month,Last Contact Weekday,Number of Current Campaign Calls,Number of Previous Campaign Calls,Previous Campaign Outcome,RBA Cash Rate,Employment Variation Rate,Consumer Confidence Index,Sale Outcome
CU624352,38,Primary Education,Labourer,Single,Yes,No,No,Outbound,2231.0,May,Tuesday,1,0.0,Nonexistent,4.856,1.1,93.994,Sale
CU351671,34,Bachelor Degree Level or Higher,Clerical and administrative,Married,Yes,No,No,Inbound,98.0,August,Monday,4,0.0,Nonexistent,4.963,1.4,93.444,No Sale
CU465743,42,Primary Education,Technicians and Trades,Married,No,No,No,Inbound,441.0,April,Monday,4,0.0,Nonexistent,1.466,-1.8,93.075,No Sale
CU632691,41,Primary Education,Labourer,Married,No,No,Yes,Outbound,88.0,June,Tuesday,4,0.0,Nonexistent,4.864,1.4,94.465,No Sale
CU526233,50,Prefer not to say,Manager,Married,Yes,No,No,Outbound,1005.0,June,Thursday,2,0.0,Nonexistent,4.866,1.4,94.465,No Sale
CU106455,22,Prefer not to say,Labourer,Single,No,No,Yes,Outbound,50.0,July,Monday,4,0.0,Nonexistent,4.96,1.4,93.918,No Sale
CU594178,31,Bachelor Degree Level or Higher,Manager,Single,Yes,No,No,Inbound,140.0,November,Thursday,1,0.0,Nonexistent,4.076,-0.1,93.2,No Sale
CU895287,34,Bachelor Degree Level or Higher,Manager,Married,No,No,No,Outbound,221.0,June,Thursday,1,0.0,Nonexistent,4.866,1.4,94.465,No Sale
CU574204,38,Primary Education,Labourer,Married,Yes,No,Yes,Outbound,41.0,June,Wednesday,1,0.0,Nonexistent,4.962,1.4,94.465,No Sale
CU074368,36,Primary Education,Community and personal service,Married,No,No,Yes,Outbound,166.0,May,Friday,2,0.0,Nonexistent,4.859,1.1,93.994,No Sale
CU007535,33,Bachelor Degree Level or Higher,Clerical and administrative,Divorced,No,No,No,Outbound,279.0,May,Friday,1,0.0,Nonexistent,4.855,1.1,93.994,No Sale
CU484454,31,Graduate Diploma and Graduate Certificate,Labourer,Divorced,Yes,No,No,Outbound,176.0,May,Thursday,1,0.0,Nonexistent,4.855,1.1,93.994,No Sale
CU327873,56,Primary Education,Labourer,Married,Yes,No,Yes,Inbound,28.0,July,Thursday,21,0.0,Nonexistent,4.968,1.4,93.918,No Sale
CU674321,31,Primary Education,Labourer,Married,No,No,No,Inbound,104.0,May,Tuesday,3,1.0,No Sale,1.291,-1.8,92.893,No Sale
CU004709,27,Bachelor Degree Level or Higher,Manager,Single,Yes,Yes,No,Inbound,76.0,July,Tuesday,2,0.0,Nonexistent,4.962,1.4,93.918,No Sale
CU061705,31,Bachelor Degree Level or Higher,Clerical and administrative,Single,No,No,No,Inbound,127.0,June,Monday,3,1.0,No Sale,1.281,-2.9,92.963,No Sale
CU006398,31,Primary Education,Labourer,Married,Yes,No,No,Outbound,838.0,June,Wednesday,2,0.0,Nonexistent,4.959,1.4,94.465,Sale
CU875141,27,Bachelor Degree Level or Higher,Self-employed,Single,No,No,No,Outbound,84.0,October,Friday,3,0.0,Nonexistent,1.029,-1.1,94.601,No Sale
CU393203,43,Bachelor Degree Level or Higher,Entrepreneur,Married,No,No,Yes,Outbound,935.0,June,Wednesday,1,0.0,Nonexistent,4.959,1.4,94.465,Sale
CU375632,37,High School Certificate,Community and personal service,Married,Yes,No,No,Outbound,58.0,May,Thursday,2,0.0,Nonexistent,4.86,1.1,93.994,No Sale
CU963016,34,Bachelor Degree Level or Higher,Technicians and Trades,Married,No,No,No,Inbound,220.0,August,Monday,1,0.0,Nonexistent,0.861,-2.9,92.201,Sale
CU347582,40,Graduate Diploma and Graduate Certificate,Technicians and Trades,Married,No,No,No,Inbound,170.0,August,Monday,3,0.0,Nonexistent,4.963,1.4,93.444,No Sale
CU665173,24,High School Certificate,Student,Single,Yes,No,No,Inbound,504.0,May,Monday,1,0.0,Nonexistent,1.244,-1.8,92.893,No Sale
CU020090,23,Primary Education,Labourer,Single,Yes,No,No,Inbound,255.0,July,Tuesday,1,0.0,Nonexistent,4.961,1.4,93.918,No Sale
CU303477,37,Bachelor Degree Level or Higher,Clerical and administrative,Married,Yes,No,No,Inbound,140.0,September,Wednesday,2,0.0,Nonexistent,0.813,-3.4,92.379,Sale
CU621255,40,Primary Education,Labourer,Married,Yes,No,No,Inbound,108.0,November,Monday,3,0.0,Nonexistent,4.191,-0.1,93.2,No Sale
CU616565,29,Bachelor Degree Level or Higher,Clerical and administrative,Single,Yes,Yes,No,Inbound,467.0,August,Wednesday,1,0.0,Nonexistent,4.964,1.4,93.444,Sale
CU792772,35,Primary Education,Labourer,Divorced,No,No,No,Outbound,77.0,June,Thursday,2,0.0,Nonexistent,4.866,1.4,94.465,No Sale
CU306506,36,Primary Education,Labourer,Married,No,No,No,Inbound,853.0,July,Monday,1,0.0,Nonexistent,4.96,1.4,93.918,No Sale
CU132305,50,Primary Education,Housekeeper,Married,Yes,No,Yes,Outbound,,May,Tuesday,2,0.0,Nonexistent,4.857,1.1,93.994,No Sale
CU337281,47,Primary Education,Labourer,Divorced,Yes,No,No,Inbound,504.0,July,Thursday,2,0.0,Nonexistent,4.958,1.4,93.918,No Sale
CU603799,33,Bachelor Degree Level or Higher,Clerical and administrative,Single,Yes,No,No,Inbound,143.0,April,Monday,1,0.0,Nonexistent,0.642,-1.8,93.749,No Sale
CU751167,24,High School Certificate,Community and personal service,Single,Yes,No,No,Inbound,860.0,July,Thursday,2,2.0,No Sale,0.884,-1.7,94.215,Sale
CU963413,38,Graduate Diploma and Graduate Certificate,Technicians and Trades,Married,No,No,No,Inbound,119.0,March,Thursday,1,0.0,Nonexistent,1.757,-1.8,92.843,No Sale
CU390463,29,Primary Education,Labourer,Divorced,Yes,Yes,No,Inbound,444.0,May,Wednesday,2,1.0,No Sale,1.281,-1.8,92.893,No Sale
CU926774,65,Primary Education,Retired,Married,No,No,No,Inbound,579.0,June,Monday,1,0.0,Nonexistent,1.266,-2.9,92.963,Sale
CU759548,58,High School Certificate,Retired,Married,No,No,No,Inbound,360.0,August,Tuesday,5,0.0,Nonexistent,0.838,-2.9,92.201,No Sale
CU955409,56,Graduate Diploma and Graduate Certificate,Technicians and Trades,Married,No,No,Yes,Outbound,37.0,May,Tuesday,1,0.0,Nonexistent,4.856,1.1,93.994,No Sale
CU643951,55,Prefer not to say,Prefer not to say,Married,Yes,No,Yes,Inbound,60.0,August,Thursday,4,0.0,Nonexistent,4.962,1.4,93.444,No Sale
CU480475,37,Graduate Diploma and Graduate Certificate,Technicians and Trades,Single,Yes,No,No,Inbound,131.0,May,Friday,3,0.0,Nonexistent,1.25,-1.8,92.893,No Sale
CU182783,40,Bachelor Degree Level or Higher,Entrepreneur,Married,No,No,No,Inbound,181.0,May,Monday,2,0.0,Nonexistent,1.244,-1.8,92.893,No Sale
CU761294,46,Primary Education,Retired,Married,No,No,No,Outbound,94.0,May,Wednesday,1,0.0,Nonexistent,4.857,1.1,93.994,No Sale
CU184310,31,Bachelor Degree Level or Higher,Clerical and administrative,Married,Yes,No,No,Inbound,188.0,November,Thursday,2,0.0,Nonexistent,4.076,-0.1,93.2,No Sale
CU414838,34,Primary Education,Labourer,Divorced,No,No,No,Inbound,204.0,April,Friday,5,0.0,Nonexistent,1.405,-1.8,93.075,No Sale
CU719299,34,High School Certificate,Clerical and administrative,Single,Yes,No,No,Inbound,108.0,July,Friday,1,0.0,Nonexistent,4.957,1.4,93.918,No Sale
CU644058,51,Primary Education,Labourer,Divorced,No,No,No,Outbound,360.0,May,Tuesday,1,0.0,Nonexistent,4.856,1.1,93.994,No Sale
CU844683,37,Primary Education,Labourer,Single,Yes,No,No,Inbound,76.0,May,Friday,2,0.0,Nonexistent,1.25,-1.8,92.893,No Sale
CU136872,71,Primary Education,Retired,Married,No,No,No,Outbound,92.0,April,Monday,8,0.0,Nonexistent,0.645,-1.8,93.749,No Sale
CU427299,41,High School Certificate,Clerical and administrative,Divorced,No,No,No,Outbound,72.0,May,Tuesday,3,0.0,Nonexistent,4.857,1.1,93.994,No Sale
CU390212,35,Primary Education,Community and personal service,Married,No,No,Yes,Inbound,178.0,May,Tuesday,2,1.0,No Sale,1.344,-1.8,92.893,No Sale
CU819496,43,Primary Education,Community and personal service,Married,Yes,Yes,Yes,Inbound,405.0,July,Monday,3,0.0,Nonexistent,4.962,1.4,93.918,No Sale
CU471346,27,High School Certificate,Community and personal service,Married,No,No,No,Outbound,257.0,June,Monday,2,0.0,Nonexistent,4.961,1.4,94.465,No Sale
CU212907,29,High School Certificate,Clerical and administrative,Married,Yes,No,No,Inbound,37.0,June,Wednesday,1,1.0,No Sale,1.26,-2.9,92.963,No Sale
CU863480,51,Bachelor Degree Level or Higher,Technicians and Trades,Married,Yes,Yes,Yes,Inbound,89.0,July,Wednesday,1,0.0,Nonexistent,4.962,1.4,93.918,No Sale
CU469668,29,Bachelor Degree Level or Higher,Unemployed,Single,Yes,No,No,Outbound,198.0,June,Tuesday,1,0.0,Nonexistent,0.713,-1.7,94.055,No Sale
CU394185,50,High School Certificate,Housekeeper,Divorced,Yes,No,Yes,Outbound,763.0,June,Wednesday,4,0.0,Nonexistent,4.864,1.4,94.465,No Sale
CU664959,53,Bachelor Degree Level or Higher,Clerical and administrative,Married,Yes,Yes,No,Inbound,433.0,December,Monday,1,0.0,Nonexistent,0.706,-3.0,92.713,No Sale
CU825464,65,Prefer not to say,Retired,Married,Unknown,Unknown,No,Outbound,208.0,October,Monday,3,1.0,No Sale,0.739,-3.4,92.431,No Sale
CU105742,73,Primary Education,Retired,Married,No,No,No,Inbound,239.0,August,Friday,1,1.0,Sale,0.881,-2.9,92.201,No Sale
CU901726,57,Prefer not to say,Community and personal service,Married,No,No,No,Inbound,58.0,November,Friday,2,0.0,Nonexistent,4.021,-0.1,93.2,No Sale
CU220731,48,Primary Education,Labourer,Married,No,Yes,Yes,Outbound,116.0,June,Wednesday,1,0.0,Nonexistent,4.959,1.4,94.465,No Sale
CU551363,60,High School Certificate,Retired,Married,No,No,No,Inbound,400.0,April,Thursday,1,0.0,Nonexistent,1.365,-1.8,93.075,Sale
CU669294,32,Graduate Diploma and Graduate Certificate,Labourer,Married,No,No,No,Outbound,1119.0,May,Thursday,1,0.0,Nonexistent,4.855,1.1,93.994,Sale
CU750274,56,Primary Education,Labourer,Married,Yes,No,No,Inbound,757.0,November,Friday,2,0.0,Nonexistent,4.021,-0.1,93.2,No Sale
CU431123,39,High School Certificate,Community and personal service,Single,No,No,No,Inbound,239.0,July,Wednesday,4,0.0,Nonexistent,4.963,1.4,93.918,No Sale
CU491659,29,Bachelor Degree Level or Higher,Clerical and administrative,Single,Yes,No,No,Inbound,77.0,July,Wednesday,6,0.0,Nonexistent,4.957,1.4,93.918,No Sale
CU007724,42,Primary Education,Labourer,Married,No,No,No,Inbound,143.0,July,Friday,2,0.0,Nonexistent,4.963,1.4,93.918,No Sale
CU004122,60,High School Certificate,Retired,Married,No,No,No,Inbound,200.0,September,Wednesday,1,1.0,Sale,0.876,-1.1,94.199,Sale
CU219514,50,Graduate Diploma and Graduate Certificate,Technicians and Trades,Married,No,No,No,Outbound,462.0,June,Wednesday,2,0.0,Nonexistent,4.864,1.4,94.465,No Sale
CU511346,34,Graduate Diploma and Graduate Certificate,Technicians and Trades,Married,No,No,No,Inbound,462.0,August,Friday,1,0.0,Nonexistent,4.963,1.4,93.444,No Sale
CU809426,52,Bachelor Degree Level or Higher,Manager,Married,Yes,No,Yes,Outbound,311.0,May,Tuesday,1,0.0,Nonexistent,4.856,1.1,93.994,No Sale
CU938879,45,Primary Education,Labourer,Married,Yes,No,No,Inbound,295.0,May,Monday,1,0.0,Nonexistent,1.299,-1.8,92.893,No Sale
CU813486,33,Primary Education,Labourer,Married,No,No,No,Inbound,728.0,May,Friday,1,0.0,Nonexistent,1.313,-1.8,92.893,Sale
CU607783,31,Graduate Diploma and Graduate Certificate,Community and personal service,Married,No,No,No,Inbound,627.0,November,Thursday,3,0.0,Nonexistent,4.076,-0.1,93.2,No Sale
CU462327,45,High School Certificate,Clerical and administrative,Married,Yes,No,No,Inbound,1293.0,August,Tuesday,4,0.0,Nonexistent,4.963,1.4,93.444,Sale
CU793487,41,High School Certificate,Housekeeper,Married,No,Yes,No,Outbound,86.0,July,Tuesday,1,0.0,Nonexistent,4.955,1.4,93.918,No Sale
CU381078,42,High School Certificate,Housekeeper,Married,Yes,No,No,Inbound,424.0,July,Monday,4,0.0,Nonexistent,4.962,1.4,93.918,No Sale
CU050399,39,Bachelor Degree Level or Higher,Clerical and administrative,Married,Unknown,Unknown,No,Inbound,198.0,April,Friday,2,1.0,No Sale,1.405,-1.8,93.075,No Sale
CU291883,32,Bachelor Degree Level or Higher,Clerical and administrative,Single,No,No,No,Inbound,168.0,August,Wednesday,1,0.0,Nonexistent,4.965,1.4,93.444,No Sale
CU135123,60,Bachelor Degree Level or Higher,Retired,Married,Yes,No,No,Inbound,133.0,May,Tuesday,1,1.0,Sale,1.266,-1.8,92.893,Sale
CU522386,43,High School Certificate,Clerical and administrative,Married,No,No,No,Outbound,1422.0,June,Friday,10,0.0,Nonexistent,4.959,1.4,94.465,Sale
CU353063,57,Bachelor Degree Level or Higher,Entrepreneur,Married,No,No,No,Outbound,337.0,July,Wednesday,1,0.0,Nonexistent,4.962,1.4,93.918,No Sale
CU431167,29,Graduate Diploma and Graduate Certificate,Technicians and Trades,Single,Yes,No,No,Inbound,633.0,October,Monday,2,0.0,Nonexistent,0.731,-3.4,92.431,No Sale
CU927557,26,Bachelor Degree Level or Higher,Self-employed,Married,Yes,No,No,Outbound,106.0,June,Wednesday,1,0.0,Nonexistent,4.864,1.4,94.465,No Sale
CU743528,42,Primary Education,Labourer,Single,Yes,Yes,Yes,Inbound,85.0,July,Tuesday,1,0.0,Nonexistent,4.961,1.4,93.918,No Sale
CU168376,51,Primary Education,Labourer,Married,Yes,No,Yes,Outbound,334.0,June,Tuesday,2,0.0,Nonexistent,4.961,1.4,94.465,No Sale
CU576032,30,Graduate Diploma and Graduate Certificate,Technicians and Trades,Married,Yes,No,No,Inbound,78.0,August,Wednesday,1,0.0,Nonexistent,4.965,1.4,93.444,No Sale
CU424891,26,High School Certificate,Community and personal service,Single,No,No,No,Inbound,770.0,July,Thursday,2,0.0,Nonexistent,4.958,1.4,93.918,No Sale
CU000346,28,Prefer not to say,Student,Single,No,No,No,Inbound,700.0,August,Thursday,4,1.0,No Sale,0.829,-2.9,92.201,Sale
CU216304,35,Bachelor Degree Level or Higher,Clerical and administrative,Single,No,No,No,Inbound,250.0,August,Thursday,1,1.0,No Sale,0.883,-2.9,92.201,No Sale
CU420591,34,Bachelor Degree Level or Higher,Clerical and administrative,Married,No,No,No,Outbound,283.0,June,Thursday,1,0.0,Nonexistent,4.866,1.4,94.465,No Sale
CU476795,43,Graduate Diploma and Graduate Certificate,Entrepreneur,Married,Yes,No,No,Inbound,311.0,May,Friday,1,1.0,No Sale,1.25,-1.8,92.893,Sale
CU838803,51,Bachelor Degree Level or Higher,Manager,Married,No,No,Yes,Inbound,60.0,July,Monday,2,0.0,Nonexistent,4.962,1.4,93.918,No Sale
CU252794,44,Primary Education,Unemployed,Divorced,No,No,No,Inbound,114.0,April,Wednesday,1,0.0,Nonexistent,1.415,-1.8,93.075,No Sale
CU222394,55,Primary Education,Unemployed,Married,No,No,No,Inbound,131.0,October,Tuesday,1,0.0,Nonexistent,0.728,-3.4,92.431,Sale
CU112724,42,Primary Education,Labourer,Married,Yes,Yes,No,Outbound,673.0,May,Monday,2,0.0,Nonexistent,4.857,1.1,93.994,Sale
CU072410,40,High School Certificate,Technicians and Trades,Married,Yes,No,No,Inbound,394.0,May,Tuesday,1,0.0,Nonexistent,1.344,-1.8,92.893,No Sale
CU759440,33,Bachelor Degree Level or Higher,Clerical and administrative,Married,Yes,No,Yes,Inbound,386.0,November,Thursday,2,0.0,Nonexistent,4.076,-0.1,93.2,No Sale
CU417930,34,High School Certificate,Labourer,Married,No,No,No,Outbound,407.0,May,Wednesday,2,0.0,Nonexistent,4.859,1.1,93.994,No Sale
CU870687,42,High School Certificate,Community and personal service,Divorced,No,No,No,Inbound,72.0,May,Thursday,1,0.0,Nonexistent,1.266,-1.8,92.893,No Sale
CU756027,32,Bachelor Degree Level or Higher,Clerical and administrative,Single,Yes,Yes,No,Inbound,72.0,August,Wednesday,2,0.0,Nonexistent,4.964,1.4,93.444,No Sale
CU106509,31,High School Certificate,Technicians and Trades,Married,Yes,No,No,Inbound,110.0,July,Friday,10,0.0,Nonexistent,4.957,1.4,93.918,No Sale
CU897463,41,High School Certificate,Labourer,Married,Yes,No,No,Inbound,53.0,April,Monday,1,1.0,No Sale,1.405,-1.8,93.075,No Sale
CU144038,26,Primary Education,Labourer,Single,No,No,No,Inbound,1139.0,July,Wednesday,1,0.0,Nonexistent,4.962,1.4,93.918,Sale
CU385118,31,Bachelor Degree Level or Higher,Unemployed,Single,Yes,No,No,Inbound,180.0,March,Tuesday,1,1.0,Sale,0.646,-1.8,93.369,Sale
CU850535,36,Primary Education,Labourer,Married,No,No,No,Outbound,149.0,June,Thursday,1,0.0,Nonexistent,4.958,1.4,94.465,No Sale
CU791228,27,Bachelor Degree Level or Higher,Student,Single,No,No,No,Inbound,227.0,April,Friday,1,1.0,No Sale,1.4,-1.8,93.075,Sale
CU803706,29,Bachelor Degree Level or Higher,Manager,Single,Yes,Yes,No,Outbound,122.0,May,Monday,2,0.0,Nonexistent,4.858,1.1,93.994,No Sale
CU545736,41,Primary Education,Labourer,Married,No,No,Yes,,237.0,June,Thursday,2,0.0,Nonexistent,4.866,1.4,94.465,No Sale
CU009042,31,Bachelor Degree Level or Higher,Clerical and administrative,Married,No,No,No,Inbound,176.0,May,Tuesday,1,0.0,Nonexistent,1.266,-1.8,92.893,No Sale
CU057799,35,,Technicians and Trades,Married,No,Yes,No,Inbound,463.0,August,Monday,2,0.0,Nonexistent,4.965,1.4,93.444,No Sale
CU988364,31,Bachelor Degree Level or Higher,Clerical and administrative,Single,Yes,No,No,Outbound,151.0,May,Tuesday,1,0.0,Nonexistent,4.856,1.1,93.994,No Sale
CU889160,44,Primary Education,Unemployed,Married,Yes,No,No,Outbound,152.0,May,Monday,4,0.0,Nonexistent,1.244,-1.8,92.893,No Sale
CU910473,35,Primary Education,Labourer,Single,No,No,No,Inbound,1806.0,May,Thursday,2,0.0,Nonexistent,1.327,-1.8,92.893,Sale
CU729700,31,Graduate Diploma and Graduate Certificate,Technicians and Trades,Single,Yes,Yes,No,Inbound,73.0,August,Friday,1,0.0,Nonexistent,4.964,1.4,93.444,No Sale
CU534336,36,Bachelor Degree Level or Higher,Clerical and administrative,Married,Yes,No,No,Inbound,1064.0,May,Monday,1,0.0,Nonexistent,1.264,-1.8,92.893,Sale
CU730179,34,Primary Education,Community and personal service,Married,No,No,No,Inbound,218.0,November,Tuesday,2,1.0,Sale,4.153,-0.1,93.2,No Sale
CU099950,44,High School Certificate,Technicians and Trades,Single,No,No,No,Outbound,216.0,May,Thursday,1,0.0,Nonexistent,4.855,1.1,93.994,No Sale
CU084158,80,High School Certificate,Retired,Married,No,No,No,Outbound,199.0,August,Monday,1,0.0,Nonexistent,0.861,-2.9,92.201,Sale
CU547895,42,Primary Education,Labourer,Married,Yes,No,Yes,Outbound,326.0,May,Tuesday,1,0.0,Nonexistent,4.857,1.1,93.994,No Sale
CU775556,29,High School Certificate,Student,Married,No,No,Yes,Outbound,145.0,June,Thursday,4,0.0,Nonexistent,4.961,1.4,94.465,No Sale
CU547363,33,High School Certificate,Unemployed,Married,Yes,No,Yes,Inbound,590.0,July,Wednesday,9,0.0,Nonexistent,4.963,1.4,93.918,No Sale
CU004430,38,Primary Education,Labourer,Married,Yes,No,No,Inbound,612.0,April,Friday,1,1.0,No Sale,1.405,-1.8,93.075,No Sale
CU763764,39,High School Certificate,Clerical and administrative,Divorced,No,No,No,Inbound,858.0,July,Tuesday,6,0.0,Nonexistent,4.961,1.4,93.918,No Sale
CU489717,41,Primary Education,Community and personal service,Divorced,No,No,No,Outbound,147.0,June,Thursday,1,0.0,Nonexistent,4.961,1.4,94.465,No Sale
CU977269,31,Primary Education,Labourer,Married,Yes,No,No,Inbound,172.0,April,Thursday,1,0.0,Nonexistent,1.41,-1.8,93.075,No Sale
CU700806,27,High School Certificate,Clerical and administrative,Single,Yes,No,No,Inbound,313.0,May,Monday,1,1.0,No Sale,1.299,-1.8,92.893,No Sale
CU106147,33,Primary Education,Technicians and Trades,Single,No,No,No,Inbound,105.0,September,Friday,2,0.0,Nonexistent,0.741,-3.4,92.379,No Sale
CU532400,33,Graduate Diploma and Graduate Certificate,Technicians and Trades,Married,Yes,No,No,Outbound,219.0,May,Tuesday,2,0.0,Nonexistent,4.857,1.1,93.994,No Sale
CU912388,55,Primary Education,Labourer,Divorced,No,No,Yes,Inbound,130.0,May,Wednesday,1,1.0,No Sale,1.281,-1.8,92.893,No Sale
CU970552,22,High School Certificate,Unemployed,Single,Yes,No,No,Inbound,361.0,July,Thursday,3,0.0,Nonexistent,4.968,1.4,93.918,Sale
CU025929,46,Primary Education,Labourer,Married,No,No,Yes,Inbound,63.0,April,Monday,2,0.0,Nonexistent,1.405,-1.8,93.075,No Sale
CU762970,38,High School Certificate,Clerical and administrative,Single,Yes,No,No,Inbound,90.0,November,Tuesday,1,0.0,Nonexistent,4.153,-0.1,93.2,No Sale
CU766917,54,Bachelor Degree Level or Higher,Clerical and administrative,Single,Yes,No,No,Inbound,119.0,November,Tuesday,1,1.0,No Sale,4.153,-0.1,93.2,No Sale
CU900993,35,High School Certificate,Community and personal service,Divorced,No,No,No,Inbound,410.0,November,Thursday,1,0.0,Nonexistent,4.076,-0.1,93.2,No Sale
CU892752,25,High School Certificate,Community and personal service,Single,No,No,No,Outbound,119.0,June,Wednesday,1,0.0,Nonexistent,4.959,1.4,94.465,No Sale
CU831531,31,Graduate Diploma and Graduate Certificate,Technicians and Trades,Married,No,No,No,Inbound,551.0,April,Monday,3,1.0,No Sale,1.466,-1.8,93.075,No Sale
CU444785,42,Primary Education,Labourer,Married,No,No,No,Outbound,218.0,June,Wednesday,7,0.0,Nonexistent,4.959,1.4,94.465,No Sale
CU227703,37,High School Certificate,Clerical and administrative,Married,Unknown,Unknown,No,Inbound,518.0,November,Thursday,2,0.0,Nonexistent,4.076,-0.1,93.2,No Sale
CU422000,44,Primary Education,Labourer,Married,No,No,Yes,Outbound,304.0,July,Thursday,4,0.0,Nonexistent,4.958,1.4,93.918,No Sale
CU088934,48,Primary Education,Labourer,Married,Unknown,Unknown,No,Inbound,112.0,July,Tuesday,4,0.0,Nonexistent,4.961,1.4,93.918,No Sale
CU691102,42,Bachelor Degree Level or Higher,Manager,Married,No,No,No,Outbound,197.0,June,Wednesday,3,0.0,Nonexistent,4.959,1.4,94.465,No Sale
CU751719,54,Primary Education,Labourer,Married,Yes,Yes,Yes,Inbound,71.0,July,Thursday,5,0.0,Nonexistent,4.962,1.4,93.918,No Sale
CU446965,57,Primary Education,Manager,Married,Yes,No,No,Inbound,122.0,September,Friday,2,1.0,No Sale,0.773,-3.4,92.379,No Sale
CU825125,28,Primary Education,Labourer,Single,No,No,No,Inbound,75.0,July,Friday,1,0.0,Nonexistent,4.962,1.4,93.918,No Sale
CU438017,33,Primary Education,Labourer,Married,Yes,Yes,No,Inbound,31.0,May,Tuesday,4,0.0,Nonexistent,1.291,-1.8,92.893,No Sale
CU216357,34,Bachelor Degree Level or Higher,Manager,Divorced,No,No,No,Inbound,370.0,November,Thursday,2,0.0,Nonexistent,4.076,-0.1,93.2,Sale
CU450796,60,Primary Education,Retired,Divorced,Yes,No,Yes,Outbound,131.0,June,Tuesday,1,0.0,Nonexistent,4.864,1.4,94.465,No Sale
CU104308,35,Bachelor Degree Level or Higher,Unemployed,Married,Yes,Yes,No,Outbound,272.0,June,Friday,1,0.0,Nonexistent,4.967,1.4,94.465,No Sale
CU761403,25,Prefer not to say,Student,Single,Yes,No,Yes,Inbound,371.0,July,Tuesday,1,0.0,Nonexistent,1.044,-2.9,92.469,Sale
CU374928,30,Graduate Diploma and Graduate Certificate,Technicians and Trades,Married,Yes,Yes,No,Outbound,123.0,July,Monday,4,0.0,Nonexistent,4.962,1.4,93.918,No Sale
CU305598,38,Graduate Diploma and Graduate Certificate,Technicians and Trades,Married,No,No,No,Outbound,80.0,May,Monday,4,0.0,Nonexistent,4.857,1.1,93.994,No Sale
CU192709,39,High School Certificate,Clerical and administrative,Married,Yes,No,No,Inbound,149.0,April,Monday,2,0.0,Nonexistent,1.405,-1.8,93.075,No Sale
CU634811,29,Graduate Diploma and Graduate Certificate,Technicians and Trades,Single,Yes,Yes,No,Inbound,202.0,August,Friday,1,0.0,Nonexistent,4.964,1.4,93.444,No Sale
CU935190,32,Primary Education,Labourer,Married,Yes,Yes,No,Inbound,252.0,May,Thursday,2,0.0,Nonexistent,1.266,-1.8,92.893,No Sale
CU100983,57,Graduate Diploma and Graduate Certificate,Technicians and Trades,Married,Yes,No,No,Inbound,324.0,April,Tuesday,1,0.0,Nonexistent,1.423,-1.8,93.075,Sale
CU356367,39,Graduate Diploma and Graduate Certificate,Community and personal service,Single,Yes,No,Yes,Inbound,199.0,May,Thursday,1,1.0,No Sale,1.327,-1.8,92.893,No Sale
CU271733,39,Bachelor Degree Level or Higher,Clerical and administrative,Married,Yes,No,No,Inbound,305.0,November,Tuesday,1,0.0,Nonexistent,4.153,-0.1,93.2,No Sale
CU463321,27,High School Certificate,Clerical and administrative,Single,Yes,Yes,No,Inbound,144.0,July,Tuesday,1,0.0,Nonexistent,4.962,1.4,93.918,No Sale
CU452543,56,Primary Education,Clerical and administrative,Married,Yes,No,No,Inbound,146.0,June,Friday,1,1.0,No Sale,1.268,-2.9,92.963,No Sale
CU691718,43,Bachelor Degree Level or Higher,Clerical and administrative,Single,No,No,No,Inbound,107.0,May,Tuesday,1,0.0,Nonexistent,1.291,-1.8,92.893,No Sale
CU469415,51,Primary Education,Labourer,Married,Yes,No,Yes,Inbound,207.0,August,Friday,1,0.0,Nonexistent,4.966,1.4,93.444,No Sale
CU358805,57,Primary Education,Retired,Married,Yes,No,Yes,Outbound,156.0,May,Monday,1,0.0,Nonexistent,4.858,1.1,93.994,No Sale
CU089940,33,Primary Education,Labourer,Married,Yes,No,No,Inbound,,May,Tuesday,1,0.0,Nonexistent,1.266,-1.8,92.893,Sale
CU659266,23,Primary Education,Unemployed,Single,Yes,No,No,Inbound,238.0,October,Thursday,1,1.0,Sale,0.754,-3.4,92.431,Sale
CU391895,34,High School Certificate,Housekeeper,Married,No,No,Yes,Inbound,,May,Wednesday,3,0.0,Nonexistent,1.334,-1.8,92.893,No Sale
CU653456,41,Graduate Diploma and Graduate Certificate,Entrepreneur,Divorced,No,Yes,No,Inbound,140.0,July,Thursday,3,0.0,Nonexistent,4.963,1.4,93.918,No Sale
CU271372,57,High School Certificate,Technicians and Trades,Married,No,No,No,,469.0,April,Wednesday,1,0.0,Nonexistent,1.415,-1.8,93.075,No Sale
CU728456,41,Primary Education,Labourer,Divorced,Yes,No,Yes,Outbound,187.0,May,Thursday,1,0.0,Nonexistent,4.86,1.1,93.994,No Sale
CU684880,31,Graduate Diploma and Graduate Certificate,Technicians and Trades,Single,Yes,No,No,Inbound,401.0,October,Friday,2,0.0,Nonexistent,0.972,-1.1,94.601,Sale
CU903993,45,Graduate Diploma and Graduate Certificate,Technicians and Trades,Married,Yes,Yes,Yes,Inbound,242.0,August,Thursday,5,0.0,Nonexistent,4.963,1.4,93.444,No Sale
